사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2023-09,1호선,0150,서울역,"1,302,969","1,278,959","196,432","187,106",2023-10-03 09:03:46
2023-09,1호선,0151,시청,"627,933","636,796","98,111","98,402",2023-10-03 09:03:46
2023-09,1호선,0152,종각,"899,554","882,768","138,210","127,736",2023-10-03 09:03:46
2023-09,1호선,0153,종로3가,"467,997","418,953","285,136","262,510",2023-10-03 09:03:46
2023-09,1호선,0154,종로5가,"474,020","472,301","243,837","235,844",2023-10-03 09:03:46
2023-09,1호선,0155,동대문,"244,748","240,045","117,292","116,736",2023-10-03 09:03:46
2023-09,1호선,0156,신설동,"278,667","266,224","115,977","112,061",2023-10-03 09:03:46
2023-09,1호선,0157,제기동,"225,337","213,872","293,172","317,701",2023-10-03 09:03:46
2023-09,1호선,0158,청량리(서울시립대입구),"357,847","348,368","276,674","280,143",2023-10-03 09:03:46
2023-09,1호선,0159,동묘앞,"143,466","149,942","152,241","153,930",2023-10-03 09:03:46
2023-09,2호선,0201,시청,"627,077","587,581","58,310","53,764",2023-10-03 09:03:46
2023-09,2호선,0202,을지로입구,"1,206,816","1,229,355","98,980","91,150",2023-10-03 09:03:46
2023-09,2호선,0203,을지로3가,"588,752","580,810","70,324","68,301",2023-10-03 09:03:46
2023-09,2호선,0204,을지로4가,"308,919","313,793","78,663","77,614",2023-10-03 09:03:46
2023-09,2호선,0205,동대문역사문화공원(DDP),"378,329","437,379","54,361","58,523",2023-10-03 09:03:46
2023-09,2호선,0206,신당,"324,661","344,243","89,679","91,095",2023-10-03 09:03:46
2023-09,2호선,0207,상왕십리,"334,914","320,608","65,125","65,818",2023-10-03 09:03:46
2023-09,2호선,0208,왕십리(성동구청),"401,128","348,301","50,126","44,818",2023-10-03 09:03:46
2023-09,2호선,0209,한양대,"337,372","372,579","13,273","14,113",2023-10-03 09:03:46
2023-09,2호선,0210,뚝섬,"583,249","618,843","58,641","58,598",2023-10-03 09:03:46
2023-09,2호선,0211,성수,"959,385","1,077,662","96,442","97,525",2023-10-03 09:03:46
2023-09,2호선,0212,건대입구,"959,147","1,012,839","89,641","92,478",2023-10-03 09:03:46
2023-09,2호선,0213,구의(광진구청),"570,344","548,138","100,980","101,537",2023-10-03 09:03:46
2023-09,2호선,0214,강변(동서울터미널),"789,388","770,652","117,178","114,318",2023-10-03 09:03:46
2023-09,2호선,0215,잠실나루,"323,128","311,067","85,598","85,594",2023-10-03 09:03:46
2023-09,2호선,0216,잠실(송파구청),"1,945,617","1,939,759","202,634","193,835",2023-10-03 09:03:46
2023-09,2호선,0217,잠실새내,"542,033","544,402","108,017","107,155",2023-10-03 09:03:46
2023-09,2호선,0218,종합운동장,"362,152","408,972","49,563","52,059",2023-10-03 09:03:46
2023-09,2호선,0219,삼성(무역센터),"1,340,688","1,358,615","110,501","102,455",2023-10-03 09:03:46
2023-09,2호선,0220,선릉,"1,239,103","1,087,427","216,048","190,679",2023-10-03 09:03:46
2023-09,2호선,0221,역삼,"1,139,546","1,287,034","136,328","137,223",2023-10-03 09:03:46
2023-09,2호선,0222,강남,"1,978,673","1,926,696","151,081","131,502",2023-10-03 09:03:46
2023-09,2호선,0223,교대(법원.검찰청),"676,986","813,356","140,930","167,311",2023-10-03 09:03:46
2023-09,2호선,0224,서초,"520,089","493,846","86,368","85,675",2023-10-03 09:03:46
2023-09,2호선,0225,방배,"412,882","428,260","74,708","74,168",2023-10-03 09:03:46
2023-09,2호선,0226,사당,"923,637","1,036,197","199,070","191,232",2023-10-03 09:03:46
2023-09,2호선,0227,낙성대(강감찬),"678,293","644,491","104,858","105,876",2023-10-03 09:03:46
2023-09,2호선,0228,서울대입구(관악구청),"1,139,284","1,101,785","172,281","162,854",2023-10-03 09:03:46
2023-09,2호선,0229,봉천,"520,249","471,358","143,127","141,251",2023-10-03 09:03:46
2023-09,2호선,0230,신림,"1,331,450","1,249,200","191,110","188,791",2023-10-03 09:03:46
2023-09,2호선,0231,신대방,"597,712","568,009","126,817","127,010",2023-10-03 09:03:46
2023-09,2호선,0232,구로디지털단지,"1,368,072","1,344,784","179,092","179,014",2023-10-03 09:03:46
2023-09,2호선,0233,대림(구로구청),"556,413","570,719","125,012","129,221",2023-10-03 09:03:46
2023-09,2호선,0234,신도림,"1,182,369","1,177,276","215,161","202,472",2023-10-03 09:03:46
2023-09,2호선,0235,문래,"507,338","527,394","83,239","82,708",2023-10-03 09:03:46
2023-09,2호선,0236,영등포구청,"476,754","493,981","96,781","95,747",2023-10-03 09:03:46
2023-09,2호선,0237,당산,"444,749","517,593","56,622","62,727",2023-10-03 09:03:46
2023-09,2호선,0238,합정,"851,943","937,048","68,796","69,314",2023-10-03 09:03:46
2023-09,2호선,0239,홍대입구,"1,872,300","2,049,358","95,191","92,374",2023-10-03 09:03:46
2023-09,2호선,0240,신촌,"1,029,811","1,050,677","117,266","115,373",2023-10-03 09:03:46
2023-09,2호선,0241,이대,"439,728","477,501","48,195","50,579",2023-10-03 09:03:46
2023-09,2호선,0242,아현,"249,393","227,953","63,847","62,145",2023-10-03 09:03:46
2023-09,2호선,0243,충정로(경기대입구),"227,684","241,924","47,418","47,617",2023-10-03 09:03:46
2023-09,2호선,0244,용답,"68,990","68,880","17,517","17,016",2023-10-03 09:03:46
2023-09,2호선,0245,신답,"35,639","39,485","9,611","10,199",2023-10-03 09:03:46
2023-09,2호선,0246,신설동,"75,345","69,860","30,532","31,938",2023-10-03 09:03:46
2023-09,2호선,0247,도림천,"25,923","26,421","8,127","9,100",2023-10-03 09:03:46
2023-09,2호선,0248,양천구청,"141,794","150,185","50,146","51,027",2023-10-03 09:03:46
2023-09,2호선,0249,신정네거리,"214,505","219,651","72,909","74,095",2023-10-03 09:03:46
2023-09,2호선,0250,용두(동대문구청),"46,193","44,407","25,002","26,150",2023-10-03 09:03:46
2023-09,3호선,0309,지축,"158,962","156,378","33,439","31,810",2023-10-03 09:03:46
2023-09,3호선,0310,구파발,"485,114","475,277","125,303","120,327",2023-10-03 09:03:46
2023-09,3호선,0311,연신내,"731,334","687,745","254,685","246,272",2023-10-03 09:03:46
2023-09,3호선,0312,불광,"332,892","355,116","138,127","153,287",2023-10-03 09:03:46
2023-09,3호선,0313,녹번,"362,915","319,285","77,712","76,406",2023-10-03 09:03:46
2023-09,3호선,0314,홍제,"380,246","357,148","140,031","137,606",2023-10-03 09:03:46
2023-09,3호선,0315,무악재,"91,420","89,476","31,296","33,648",2023-10-03 09:03:46
2023-09,3호선,0316,독립문,"148,076","153,488","68,369","68,554",2023-10-03 09:03:46
2023-09,3호선,0317,경복궁(정부서울청사),"675,612","684,435","95,310","94,636",2023-10-03 09:03:46
2023-09,3호선,0318,안국,"663,707","682,819","100,305","102,774",2023-10-03 09:03:46
2023-09,3호선,0319,종로3가,"229,149","281,168","62,118","70,283",2023-10-03 09:03:46
2023-09,3호선,0320,을지로3가,"266,405","273,391","46,897","44,688",2023-10-03 09:03:46
2023-09,3호선,0321,충무로,46,0,2,0,2023-10-03 09:03:46
2023-09,3호선,0322,동대입구,"273,529","307,020","41,779","44,449",2023-10-03 09:03:46
2023-09,3호선,0323,약수,"284,923","277,461","82,109","77,274",2023-10-03 09:03:46
2023-09,3호선,0324,금호,"174,380","157,375","52,981","52,002",2023-10-03 09:03:46
2023-09,3호선,0325,옥수,"194,642","198,637","59,860","59,259",2023-10-03 09:03:46
2023-09,3호선,0326,압구정,"740,443","809,732","132,679","133,578",2023-10-03 09:03:46
2023-09,3호선,0327,신사,"703,505","739,895","65,817","63,679",2023-10-03 09:03:46
2023-09,3호선,0328,잠원,"113,438","108,259","30,724","29,139",2023-10-03 09:03:46
2023-09,3호선,0329,고속터미널,"1,235,929","1,223,057","201,483","191,244",2023-10-03 09:03:46
2023-09,3호선,0330,교대(법원.검찰청),"369,737","218,479","78,878","44,292",2023-10-03 09:03:46
2023-09,3호선,0331,남부터미널(예술의전당),"693,060","708,468","120,537","122,113",2023-10-03 09:03:46
2023-09,3호선,0332,양재(서초구청),"828,809","918,905","143,894","145,954",2023-10-03 09:03:46
2023-09,3호선,0333,매봉,"261,597","254,789","66,920","62,602",2023-10-03 09:03:46
2023-09,3호선,0334,도곡,"115,076","117,731","23,181","23,202",2023-10-03 09:03:46
2023-09,3호선,0335,대치,"291,919","282,337","70,046","67,150",2023-10-03 09:03:46
2023-09,3호선,0336,학여울,"57,791","59,684","15,760","15,472",2023-10-03 09:03:46
2023-09,3호선,0337,대청,"230,113","211,636","60,157","58,016",2023-10-03 09:03:46
2023-09,3호선,0338,일원,"229,351","220,087","68,250","66,995",2023-10-03 09:03:46
2023-09,3호선,0339,수서,"411,564","424,475","116,518","114,780",2023-10-03 09:03:46
2023-09,3호선,0340,가락시장,"173,013","170,018","82,925","81,575",2023-10-03 09:03:46
2023-09,3호선,0341,경찰병원,"156,583","153,769","42,178","43,345",2023-10-03 09:03:46
2023-09,3호선,0342,오금,"148,104","131,119","32,443","30,114",2023-10-03 09:03:46
2023-09,4호선,0409,당고개,"201,052","168,703","76,945","76,091",2023-10-03 09:03:46
2023-09,4호선,0410,상계,"429,233","395,327","124,689","121,621",2023-10-03 09:03:46
2023-09,4호선,0411,노원,"446,760","527,674","92,710","99,726",2023-10-03 09:03:46
2023-09,4호선,0412,창동,"516,089","549,444","212,348","220,612",2023-10-03 09:03:46
2023-09,4호선,0413,쌍문,"649,311","587,966","169,549","166,997",2023-10-03 09:03:46
2023-09,4호선,0414,수유(강북구청),"784,977","777,720","191,543","191,848",2023-10-03 09:03:46
2023-09,4호선,0415,미아(서울사이버대학),"328,870","310,872","114,402","116,225",2023-10-03 09:03:46
2023-09,4호선,0416,미아사거리,"578,076","560,333","181,630","180,593",2023-10-03 09:03:46
2023-09,4호선,0417,길음,"501,735","496,302","119,155","118,936",2023-10-03 09:03:46
2023-09,4호선,0418,성신여대입구(돈암),"544,606","515,061","86,325","84,133",2023-10-03 09:03:46
2023-09,4호선,0419,한성대입구(삼선교),"344,974","331,216","75,024","72,924",2023-10-03 09:03:46
2023-09,4호선,0420,혜화,"911,556","926,009","133,151","130,649",2023-10-03 09:03:46
2023-09,4호선,0421,동대문,"411,884","425,864","139,217","135,253",2023-10-03 09:03:46
2023-09,4호선,0422,동대문역사문화공원(DDP),"487,282","423,311","59,883","53,426",2023-10-03 09:03:46
2023-09,4호선,0423,충무로,"720,685","743,248","113,875","116,033",2023-10-03 09:03:46
2023-09,4호선,0424,명동,"893,160","963,450","72,115","74,734",2023-10-03 09:03:46
2023-09,4호선,0425,회현(남대문시장),"539,069","561,283","178,431","178,000",2023-10-03 09:03:46
2023-09,4호선,0426,서울역,"303,374","554,531","40,220","51,964",2023-10-03 09:03:46
2023-09,4호선,0427,숙대입구(갈월),"379,119","362,442","54,557","50,455",2023-10-03 09:03:46
2023-09,4호선,0428,삼각지,"148,501","177,113","23,738","24,411",2023-10-03 09:03:46
2023-09,4호선,0429,신용산,"472,953","517,053","54,198","54,396",2023-10-03 09:03:46
2023-09,4호선,0430,이촌(국립중앙박물관),"238,737","261,958","52,851","55,220",2023-10-03 09:03:46
2023-09,4호선,0431,동작(현충원),"30,179","34,050","14,463","14,741",2023-10-03 09:03:46
2023-09,4호선,0432,총신대입구(이수),"388,200","425,613","150,689","157,601",2023-10-03 09:03:46
2023-09,4호선,0433,사당,"657,194","583,543","99,825","100,510",2023-10-03 09:03:46
2023-09,4호선,0434,남태령,"31,836","23,266","8,803","7,973",2023-10-03 09:03:46
2023-09,경부선,1001,서울역,"249,636","86,554","14,805","3,374",2023-10-03 09:03:46
2023-09,경부선,1002,남영,"244,681","256,642","37,755","38,609",2023-10-03 09:03:46
2023-09,경부선,1003,용산,"1,062,449","1,104,824","129,953","129,158",2023-10-03 09:03:46
2023-09,경부선,1004,노량진,"212,425","209,689","51,348","49,738",2023-10-03 09:03:46
2023-09,경부선,1005,대방,"234,111","263,934","56,628","58,873",2023-10-03 09:03:46
2023-09,경부선,1006,영등포,"928,270","963,089","271,046","272,471",2023-10-03 09:03:46
2023-09,경부선,1007,신도림,"82,515","85,700","24,639","29,262",2023-10-03 09:03:46
2023-09,경부선,1032,신길,"200,851","165,527","45,656","41,919",2023-10-03 09:03:46
2023-09,경부선,1701,구로,"401,249","417,876","97,417","93,992",2023-10-03 09:03:46
2023-09,경부선,1702,가산디지털단지,"391,393","452,905","35,651","38,326",2023-10-03 09:03:46
2023-09,경부선,1703,금천구청,"236,075","236,014","77,260","78,216",2023-10-03 09:03:46
2023-09,경부선,1704,석수,"209,365","187,453","48,159","45,627",2023-10-03 09:03:46
2023-09,경부선,1705,관악,"161,538","150,514","54,247","52,236",2023-10-03 09:03:46
2023-09,경부선,1706,안양,"587,742","582,501","120,765","124,366",2023-10-03 09:03:46
2023-09,경부선,1707,명학,"208,036","202,928","40,876","39,933",2023-10-03 09:03:46
2023-09,경부선,1708,금정,"661,600","668,375","123,234","124,006",2023-10-03 09:03:46
2023-09,경부선,1709,군포,"157,906","151,301","38,277","37,418",2023-10-03 09:03:46
2023-09,경부선,1710,의왕,"200,635","196,578","41,935","41,613",2023-10-03 09:03:46
2023-09,경부선,1711,성균관대,"390,071","381,155","54,261","54,522",2023-10-03 09:03:46
2023-09,경부선,1712,화서,"194,481","186,118","44,865","43,612",2023-10-03 09:03:46
2023-09,경부선,1713,수원,"1,020,009","1,091,193","147,371","150,015",2023-10-03 09:03:46
2023-09,경부선,1714,독산,"402,054","408,652","67,514","69,434",2023-10-03 09:03:46
2023-09,경부선,1715,세류,"81,762","74,598","16,353","15,830",2023-10-03 09:03:46
2023-09,경부선,1716,병점,"398,351","398,461","69,484","69,650",2023-10-03 09:03:46
2023-09,경부선,1717,세마,"73,184","68,568","15,697","14,826",2023-10-03 09:03:46
2023-09,경부선,1718,오산대,"97,857","88,970","17,520","16,528",2023-10-03 09:03:46
2023-09,경부선,1719,오산,"270,197","269,501","48,148","48,826",2023-10-03 09:03:46
2023-09,경부선,1720,진위,"40,981","35,618","9,492","9,100",2023-10-03 09:03:46
2023-09,경부선,1721,송탄,"120,149","116,534","20,880","20,389",2023-10-03 09:03:46
2023-09,경부선,1722,서정리,"222,425","203,035","34,783","33,757",2023-10-03 09:03:46
2023-09,경부선,1723,평택지제,"118,905","114,497","13,431","13,222",2023-10-03 09:03:46
2023-09,경부선,1724,평택,"368,419","370,052","68,171","67,215",2023-10-03 09:03:46
2023-09,경부선,1725,성환,"155,636","150,142","20,175","20,041",2023-10-03 09:03:46
2023-09,경부선,1726,직산,"22,422","22,274","5,039","4,741",2023-10-03 09:03:46
2023-09,경부선,1727,두정,"215,788","230,103","25,887","26,505",2023-10-03 09:03:46
2023-09,경부선,1728,천안,"183,201","171,846","53,650","53,429",2023-10-03 09:03:46
2023-09,경부선,1729,당정,"146,249","138,684","30,682","29,045",2023-10-03 09:03:46
2023-09,경부선,1749,서동탄,"33,817","30,053","7,138","7,005",2023-10-03 09:03:46
2023-09,경부선,1750,광명,"100,364","85,265","10,687","10,400",2023-10-03 09:03:46
2023-09,경인선,1801,개봉,"459,112","437,984","158,368","163,688",2023-10-03 09:03:46
2023-09,경인선,1802,오류동,"239,872","215,526","88,216","86,007",2023-10-03 09:03:46
2023-09,경인선,1803,역곡,"627,474","612,416","149,604","154,467",2023-10-03 09:03:46
2023-09,경인선,1804,부천,"715,893","711,853","218,160","221,672",2023-10-03 09:03:46
2023-09,경인선,1805,송내,"617,910","610,470","125,137","124,073",2023-10-03 09:03:46
2023-09,경인선,1806,부평,"707,277","765,901","143,014","146,652",2023-10-03 09:03:46
2023-09,경인선,1807,백운,"151,302","145,295","60,406","60,059",2023-10-03 09:03:46
2023-09,경인선,1808,동암,"351,690","350,108","103,264","104,660",2023-10-03 09:03:46
2023-09,경인선,1809,주안,"469,591","423,419","90,844","80,884",2023-10-03 09:03:46
2023-09,경인선,1810,제물포,"240,954","227,023","63,342","62,574",2023-10-03 09:03:46
2023-09,경인선,1811,동인천,"298,839","280,726","119,042","116,326",2023-10-03 09:03:46
2023-09,경인선,1812,인천,"90,528","68,302","42,215","38,284",2023-10-03 09:03:46
2023-09,경인선,1813,구일,"192,193","197,644","46,190","45,027",2023-10-03 09:03:46
2023-09,경인선,1814,소사,"172,594","165,612","62,889","61,247",2023-10-03 09:03:46
2023-09,경인선,1815,부개,"184,642","167,911","68,120","66,372",2023-10-03 09:03:46
2023-09,경인선,1816,간석,"121,743","114,484","44,689","42,971",2023-10-03 09:03:46
2023-09,경인선,1817,도원,"70,136","70,552","29,455","31,197",2023-10-03 09:03:46
2023-09,경인선,1821,온수(성공회대입구),"136,429","126,235","50,019","48,689",2023-10-03 09:03:46
2023-09,경인선,1822,중동,"187,552","171,538","72,895","71,453",2023-10-03 09:03:46
2023-09,경인선,1823,도화,"79,599","70,253","38,890","37,673",2023-10-03 09:03:46
2023-09,경원선,1008,이촌(국립중앙박물관),"88,794","64,815","30,209","25,406",2023-10-03 09:03:46
2023-09,경원선,1009,서빙고,"49,696","46,495","18,487","17,996",2023-10-03 09:03:46
2023-09,경원선,1010,한남,"83,616","80,907","28,651","26,778",2023-10-03 09:03:46
2023-09,경원선,1011,옥수,"1,699","1,238",163,93,2023-10-03 09:03:46
2023-09,경원선,1012,응봉,"38,103","31,534","17,351","15,283",2023-10-03 09:03:46
2023-09,경원선,1013,왕십리(성동구청),"410,555","416,227","72,342","75,238",2023-10-03 09:03:46
2023-09,경원선,1014,청량리(서울시립대입구),"357,938","377,828","147,530","156,906",2023-10-03 09:03:46
2023-09,경원선,1016,외대앞,"249,615","242,126","46,130","46,371",2023-10-03 09:03:46
2023-09,경원선,1017,신이문,"170,749","153,187","67,786","66,144",2023-10-03 09:03:46
2023-09,경원선,1018,석계,"165,095","183,841","61,625","65,892",2023-10-03 09:03:46
2023-09,경원선,1019,광운대,"201,665","193,911","55,252","54,134",2023-10-03 09:03:46
2023-09,경원선,1020,월계,"148,062","134,446","63,511","60,760",2023-10-03 09:03:46
2023-09,경원선,1021,녹천,"89,840","72,583","37,158","33,962",2023-10-03 09:03:46
2023-09,경원선,1022,창동,11,0,2,0,2023-10-03 09:03:46
2023-09,경원선,1901,방학,"173,768","167,905","106,888","104,172",2023-10-03 09:03:46
2023-09,경원선,1902,도봉,"97,378","90,897","69,513","68,602",2023-10-03 09:03:46
2023-09,경원선,1903,도봉산,"128,451","70,953","106,375","83,263",2023-10-03 09:03:46
2023-09,경원선,1904,망월사,"177,127","177,358","69,455","71,193",2023-10-03 09:03:46
2023-09,경원선,1905,회룡,"216,993","214,337","148,961","147,196",2023-10-03 09:03:46
2023-09,경원선,1906,의정부,"434,405","451,677","112,675","114,492",2023-10-03 09:03:46
2023-09,경원선,1907,가능,"131,651","123,912","56,177","55,805",2023-10-03 09:03:46
2023-09,경원선,1908,녹양,"90,318","85,696","38,241","36,322",2023-10-03 09:03:46
2023-09,경원선,1909,양주,"172,129","163,846","60,804","59,904",2023-10-03 09:03:46
2023-09,경원선,1910,덕계,"107,717","93,530","29,166","27,743",2023-10-03 09:03:46
2023-09,경원선,1911,덕정,"144,663","134,849","35,365","35,232",2023-10-03 09:03:46
2023-09,경원선,1912,지행,"150,456","150,655","45,185","44,944",2023-10-03 09:03:46
2023-09,경원선,1913,동두천중앙,"55,676","53,397","33,984","34,118",2023-10-03 09:03:46
2023-09,경원선,1914,보산,"37,448","35,172","13,301","12,496",2023-10-03 09:03:46
2023-09,경원선,1915,동두천,"47,618","50,313","23,732","27,990",2023-10-03 09:03:46
2023-09,경원선,1916,소요산,"31,286","26,186","52,674","47,827",2023-10-03 09:03:46
2023-09,안산선,1751,산본,"351,302","380,642","103,979","105,570",2023-10-03 09:03:46
2023-09,안산선,1752,대야미,"110,798","97,006","32,404","30,393",2023-10-03 09:03:46
2023-09,안산선,1753,반월,"91,677","87,998","31,228","30,815",2023-10-03 09:03:46
